Unnamed: 0,Artist and Title,Artist,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre
4728,Mari Fernandez - Comunicação Falhou,Mari Fernandez,192208802,57146,2022.0,World/Traditional,"['agronejo', 'arrocha', 'arrochadeira', 'forro']",agronejo,arrocha,arrochadeira
4729,Cian Ducrot - I'll Be Waiting,Cian Ducrot,192170271,114151,2022.0,Pop,"['irish pop', 'singer-songwriter pop']",irish pop,singer-songwriter pop,Unknown
4730,southstar - Miss You,southstar,192100970,71211,2022.0,Pop,['pop dance'],pop dance,Unknown,Unknown
4731,Matheus & Kauan - Gatilho,Matheus & Kauan,191474131,46435,2022.0,World/Traditional,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']",agronejo,arrocha,pop nacional
4732,Luude - Big City Life,Luude,191249874,174005,2022.0,Electronic/Dance,['aussietronica'],aussietronica,Unknown,Unknown
4733,The Weeknd - Take My Breath,The Weeknd,191076126,97021,2022.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
4734,Aruma - Muak,Aruma,190634617,134407,2022.0,Pop,['indonesian pop'],indonesian pop,Unknown,Unknown
4735,Rei - Tu Turrito,Rei,190632347,45041,2022.0,,,,,
4736,MC Tairon - Baile no Morro,MC Tairon,190410739,76319,2022.0,Hip-Hop/Rap,['funk mtg'],funk mtg,Unknown,Unknown
4737,Taylor Swift - Bigger Than The Whole Sky,Taylor Swift,190124705,111378,2022.0,Pop,['pop'],pop,Unknown,Unknown
4738,Corey Kent - Wild as Her,Corey Kent,190051077,156245,2022.0,Pop,"['modern country pop', 'texas country']",modern country pop,texas country,Unknown
4739,Taylor Swift - Paris,Taylor Swift,189975926,109960,2022.0,Pop,['pop'],pop,Unknown,Unknown
4740,Pablito Pesadilla - BABY OTAKU,Pablito Pesadilla,189921121,37971,2022.0,World/Traditional,['urbano chileno'],urbano chileno,Unknown,Unknown
4741,Charlie Puth - That's Hilarious,Charlie Puth,189637967,64375,2022.0,Pop,"['pop', 'viral pop']",pop,viral pop,Unknown
4742,NIKI - Take A Chance With Me,NIKI,189412953,390373,2022.0,R&B/Soul,['indonesian r&b'],indonesian r&b,Unknown,Unknown
4743,"Bizarrap - Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,188800848,48805,2022.0,Hip-Hop/Rap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",argentine hip hop,pop venezolano,trap argentino
4744,Nessa Barrett - die first,Nessa Barrett,188073554,133115,2022.0,Hip-Hop/Rap,"['alt z', 'social media pop']",alt z,social media pop,Unknown
4745,Denise Julia - NVMD,Denise Julia,188057822,189506,2022.0,,,,,
4746,Ed Sheeran - The Joker And The Queen,Ed Sheeran,187479508,73123,2022.0,Pop,"['pop', 'singer-songwriter pop', 'uk pop']",pop,singer-songwriter pop,uk pop
4747,Leo Santana - Zona De Perigo,Leo Santana,187336467,67933,2022.0,World/Traditional,"['arrocha', 'axe', 'forro', 'pagode baiano', 'pop nacional']",arrocha,axe,forro
4748,Morat - París,Morat,186789284,79977,2022.0,Pop,"['colombian pop', 'latin pop', 'latin viral pop']",colombian pop,latin pop,latin viral pop
4749,GIMS - SEYA,GIMS,186208637,370344,2022.0,Hip-Hop/Rap,"['french hip hop', 'pop urbaine', 'r&b francais', 'rap conscient']",french hip hop,pop urbaine,r&b francais
4750,Avvy Sra - White Brown Black,Avvy Sra,186169616,247414,2022.0,Pop,"['desi pop', 'punjabi pop']",desi pop,punjabi pop,Unknown
4751,Billie Eilish - The 30th,Billie Eilish,185896148,148429,2022.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
4752,Daddy Yankee - RUMBATÓN,Daddy Yankee,185548343,37671,2022.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino
4753,New West - Those Eyes,New West,185161953,173938,2022.0,Indie/Alternative,['toronto indie'],toronto indie,Unknown,Unknown
4754,Suara Kayu - Kembali Pulang,Suara Kayu,184535350,374976,2022.0,Pop,['indonesian pop'],indonesian pop,Unknown,Unknown
4755,MC Xenon - Sem Aliança no Dedo,MC Xenon,183466178,70229,2022.0,Hip-Hop/Rap,"['funk consciente', 'funk mtg', 'rap mineiro']",funk consciente,funk mtg,rap mineiro
4756,Purple Disco Machine - In The Dark,Purple Disco Machine,183347053,77421,2022.0,Electronic/Dance,"['deep house', 'house']",deep house,house,Unknown
4757,Awdella - Tertawan Hati,Awdella,183075364,459691,2022.0,,,,,
4758,BM - M.A (Mejores Amigos),BM,182954982,65435,2022.0,,,,,
4759,Jack Harlow - Dua Lipa,Jack Harlow,182833027,52936,2022.0,Hip-Hop/Rap,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",deep underground hip hop,hip hop,kentucky hip hop
4760,"Vishal-Shekhar - Khuda Jaane (From ""Bachna Ae Haseeno"")",Vishal-Shekhar,182820369,233572,2022.0,World/Traditional,"['filmi', 'modern bollywood']",filmi,modern bollywood,Unknown
4761,Grupo Marca Registrada - Solo Me Dejaste,Grupo Marca Registrada,182756286,122544,2022.0,World/Traditional,"['corrido', 'norteno', 'sad sierreno']",corrido,norteno,sad sierreno
4762,Metro Boomin - I Can't Save You (Interlude) [with Future & feat. Don Toliver],Metro Boomin,182642400,166071,2022.0,Hip-Hop/Rap,['rap'],rap,Unknown,Unknown
4763,INTERWORLD - METAMORPHOSIS,INTERWORLD,182407601,64945,2022.0,Metal,['phonk brasileiro'],phonk brasileiro,Unknown,Unknown
4764,Mau P - Drugs From Amsterdam,Mau P,182067269,159748,2022.0,Electronic/Dance,['tech house'],tech house,Unknown,Unknown
4765,j-hope - Arson,j-hope,181500689,69032,2022.0,Pop,"['k-pop', 'k-rap']",k-pop,k-rap,Unknown
4766,Fabio Asher - Bertahan Terluka,Fabio Asher,181141537,166224,2022.0,Pop,['indonesian pop'],indonesian pop,Unknown,Unknown
4767,Disco Lines - Baby Girl,Disco Lines,181061953,89292,2022.0,Electronic/Dance,['stutter house'],stutter house,Unknown,Unknown
4768,Maria Becerra - ADIÓS,Maria Becerra,180945666,127855,2022.0,Pop,"['pop argentino', 'urbano latino']",pop argentino,urbano latino,Unknown
4769,Kendrick Lamar - Father Time,Kendrick Lamar,180580431,116129,2022.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",conscious hip hop,hip hop,rap
4770,SCXR SOUL - DEMONS IN MY SOUL,SCXR SOUL,180451768,142399,2022.0,Hip-Hop/Rap,"['drift phonk', 'gym phonk']",drift phonk,gym phonk,Unknown
4771,Morat - Debí Suponerlo,Morat,180054414,164681,2022.0,Pop,"['colombian pop', 'latin pop', 'latin viral pop']",colombian pop,latin pop,latin viral pop
4772,Teto - Fim de Semana no Rio,Teto,179192040,74474,2022.0,World/Traditional,['borneo traditional'],borneo traditional,Unknown,Unknown
4773,Orochi - Sereia,Orochi,179039048,76383,2022.0,Hip-Hop/Rap,"['brazilian hip hop', 'trap brasileiro']",brazilian hip hop,trap brasileiro,Unknown
4774,DJ Jeeh FDC - Puta Mexicana,DJ Jeeh FDC,178887194,101263,2022.0,Hip-Hop/Rap,['funk mtg'],funk mtg,Unknown,Unknown
4775,Tom Santa - Rainfall (Praise You),Tom Santa,178795977,228759,2022.0,Electronic/Dance,['stutter house'],stutter house,Unknown,Unknown
4776,La Maquinaria Norteña - Eres Ese Algo,La Maquinaria Norteña,178692954,133110,2022.0,World/Traditional,"['musica mexicana', 'norteno', 'norteno-sax']",musica mexicana,norteno,norteno-sax
4777,Maluma - Nos Comemos Vivos,Maluma,178211084,53237,2022.0,Pop,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",latin pop,reggaeton,reggaeton colombiano
4778,Tyga - Freaky Deaky,Tyga,178170007,44118,2022.0,Hip-Hop/Rap,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pop rap,rap
4779,Topic - Kernkraft 400 (A Better Day),Topic,178155681,77671,2022.0,Electronic/Dance,"['german dance', 'pop dance', 'pop edm', 'uk dance']",german dance,pop dance,pop edm
4780,LE SSERAFIM - Sour Grapes,LE SSERAFIM,178022006,145353,2022.0,Pop,['k-pop girl group'],k-pop girl group,Unknown,Unknown
4781,Mert Demir - Antidepresan,Mert Demir,177640568,83707,2022.0,Pop,['turkish alt pop'],turkish alt pop,Unknown,Unknown
4782,Dylan Conrique - birthday cake,Dylan Conrique,177137834,79371,2022.0,Hip-Hop/Rap,"['alt z', 'singer-songwriter pop', 'social media pop']",alt z,singer-songwriter pop,social media pop
4783,Pharrell Williams - Cash In Cash Out,Pharrell Williams,177104174,61550,2022.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
4784,Stephen Dawes - Teenage Dream,Stephen Dawes,176894449,108694,2022.0,Pop,['singer-songwriter pop'],singer-songwriter pop,Unknown,Unknown
4785,Tiago PZK - Traductor,Tiago PZK,176631000,57465,2022.0,Hip-Hop/Rap,"['trap argentino', 'trap latino', 'urbano latino']",trap argentino,trap latino,urbano latino
4786,João Gomes - Dengo,João Gomes,176612340,112476,2022.0,World/Traditional,"['forro', 'piseiro']",forro,piseiro,Unknown
4787,Fuerza Regida - Mi Terre CLN,Fuerza Regida,176304492,145294,2022.0,World/Traditional,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",corrido,corridos tumbados,sad sierreno
4788,KUTE - AVOID ME,KUTE,176258631,83487,2022.0,Hip-Hop/Rap,"['aggressive phonk', 'drift phonk', 'gym phonk']",aggressive phonk,drift phonk,gym phonk
4789,Lil Baby - In A Minute,Lil Baby,175922214,67795,2022.0,Hip-Hop/Rap,"['atl hip hop', 'atl trap', 'rap', 'trap']",atl hip hop,atl trap,rap
4790,Kep1er - WA DA DA,Kep1er,175565982,44552,2022.0,Pop,['k-pop'],k-pop,Unknown,Unknown
4791,Beyoncé - ENERGY,Beyoncé,175504089,70626,2022.0,Pop,"['pop', 'r&b']",pop,r&b,Unknown
4792,JHAYCO - En La De Ella,JHAYCO,175230765,47639,2022.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
4793,Gunna - Banking On Me,Gunna,175145439,60764,2022.0,,,,,
4794,ANOTR - Relax My Eyes,ANOTR,175139660,453909,2022.0,Electronic/Dance,['dutch tech house'],dutch tech house,Unknown,Unknown
4795,Mc Tato - Luz do Luar,Mc Tato,175014939,59874,2022.0,Hip-Hop/Rap,['funk viral'],funk viral,Unknown,Unknown
4796,Luan Santana - ERRO PLANEJADO,Luan Santana,174479372,40931,2022.0,World/Traditional,"['arrocha', 'sertanejo', 'sertanejo universitario']",arrocha,sertanejo,sertanejo universitario
4797,salem ilese - PS5,salem ilese,174125276,95913,2022.0,Hip-Hop/Rap,"['alt z', 'modern indie pop']",alt z,modern indie pop,Unknown
4798,mgk - maybe,mgk,173721296,123671,2022.0,,,,,
4799,Chefin - 212,Chefin,173665833,35436,2022.0,Hip-Hop/Rap,"['funk carioca', 'trap brasileiro']",funk carioca,trap brasileiro,Unknown
4800,Drake - Privileged Rappers,Drake,173574206,84771,2022.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
4801,JVKE - this is what heartbreak feels like,JVKE,173572722,130064,2022.0,Pop,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",modern indie pop,pov: indie,singer-songwriter pop
4802,Maria Becerra - OJALÁ,Maria Becerra,173327543,60756,2022.0,Pop,"['pop argentino', 'urbano latino']",pop argentino,urbano latino,Unknown
4803,Gazo - DIE,Gazo,173183714,80318,2022.0,World/Traditional,['borneo traditional'],borneo traditional,Unknown,Unknown
4804,NMIXX - O.O,NMIXX,173086206,75925,2022.0,Pop,"['k-pop', 'k-pop girl group']",k-pop,k-pop girl group,Unknown
4805,Sofía Reyes - Marte,Sofía Reyes,172118514,35640,2022.0,Pop,"['latin pop', 'latin viral pop', 'mexican pop']",latin pop,latin viral pop,mexican pop
4806,Supermode - Tell Me Why,Supermode,170981428,234592,2022.0,Electronic/Dance,['hypertechno'],hypertechno,Unknown,Unknown
4807,Diego & Victor Hugo - Beijo de Glicose,Diego & Victor Hugo,170882992,37053,2022.0,World/Traditional,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",arrocha,sertanejo,sertanejo pop
4808,George Ezra - Anyone For You (Tiger Lily),George Ezra,170324867,59940,2022.0,Pop,"['folk-pop', 'neo-singer-songwriter']",folk-pop,neo-singer-songwriter,Unknown
4809,Jessi - ZOOM,Jessi,170251384,62033,2022.0,,,,,
4810,P!nk - Never Gonna Not Dance Again,P!nk,169699199,95061,2022.0,Pop,[],Unknown,Unknown,Unknown
4811,James Arthur - Car's Outside,James Arthur,169635207,157220,2022.0,Pop,"['pop', 'talent show', 'uk pop']",pop,talent show,uk pop
4812,Yeat - On tha linë,Yeat,169345975,142995,2022.0,Hip-Hop/Rap,"['pluggnb', 'rage rap']",pluggnb,rage rap,Unknown
4813,Miksu / Macloud - Sehnsucht,Miksu / Macloud,168975781,90557,2022.0,Hip-Hop/Rap,['german hip hop'],german hip hop,Unknown,Unknown
4814,Riar Saab - Obsessed,Riar Saab,168470070,112170,2022.0,Pop,['punjabi pop'],punjabi pop,Unknown,Unknown
4815,Grupo Marca Registrada - Puro Campeón,Grupo Marca Registrada,168451361,86140,2022.0,World/Traditional,"['corrido', 'norteno', 'sad sierreno']",corrido,norteno,sad sierreno
4816,Pheelz - Finesse,Pheelz,168238932,95417,2022.0,World/Traditional,"['afrobeats', 'nigerian pop']",afrobeats,nigerian pop,Unknown
4817,Lainey Wilson - Heart Like A Truck,Lainey Wilson,168043870,187272,2022.0,World/Traditional,"['contemporary country', 'modern country pop']",contemporary country,modern country pop,Unknown
4818,Zé Felipe - Malvada,Zé Felipe,167979871,24730,2022.0,World/Traditional,"['agronejo', 'arrocha', 'arrochadeira', 'sertanejo', 'sertanejo universitario']",agronejo,arrocha,arrochadeira
4819,Lojay - Monalisa,Lojay,167927053,189332,2022.0,World/Traditional,"['afrobeats', 'alte', 'nigerian pop']",afrobeats,alte,nigerian pop
4820,TOMORROW X TOGETHER - Good Boy Gone Bad,TOMORROW X TOGETHER,167874935,81756,2022.0,Pop,"['k-pop', 'k-pop boy group']",k-pop,k-pop boy group,Unknown
4821,Nina Chuba - Wildberry Lillet,Nina Chuba,167428943,105482,2022.0,Pop,"['german pop', 'hamburg hip hop']",german pop,hamburg hip hop,Unknown
4822,Dilaw - Uhaw (Tayong Lahat),Dilaw,167311216,124322,2022.0,World/Traditional,['opm'],opm,Unknown,Unknown
4823,NMIXX - DICE,NMIXX,167053553,103661,2022.0,Pop,"['k-pop', 'k-pop girl group']",k-pop,k-pop girl group,Unknown
4824,Soolking - Suavemente,Soolking,166984934,124699,2022.0,Hip-Hop/Rap,"['french hip hop', 'pop urbaine', 'r&b francais', 'rap algerien']",french hip hop,pop urbaine,r&b francais
4825,Jax - Victoria's Secret,Jax,166637894,91578,2022.0,,,,,
4826,Montell Fish - Bathroom,Montell Fish,166630737,366942,2022.0,Hip-Hop/Rap,['pittsburgh rap'],pittsburgh rap,Unknown,Unknown
4827,Los Gemelos De Sinaloa - No Le Aflojo,Los Gemelos De Sinaloa,166480422,121835,2022.0,World/Traditional,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",corrido,corridos tumbados,sad sierreno
4828,Harry Styles - Boyfriends,Harry Styles,165979362,47490,2022.0,Pop,['pop'],pop,Unknown,Unknown
4829,SDM - Bolide allemand,SDM,165846591,237734,2022.0,Other,['african gospel'],african gospel,Unknown,Unknown
4830,Ivan Cornejo - J.,Ivan Cornejo,165446127,113427,2022.0,World/Traditional,['sad sierreno'],sad sierreno,Unknown,Unknown
4831,GloRilla - Tomorrow 2,GloRilla,165144584,121137,2022.0,Hip-Hop/Rap,['southern hip hop'],southern hip hop,Unknown,Unknown
4832,Pritam - Deva Deva,Pritam,164576130,115232,2022.0,World/Traditional,"['filmi', 'indian instrumental', 'modern bollywood']",filmi,indian instrumental,modern bollywood
4833,Mc Paiva ZS - Bagulho Louco,Mc Paiva ZS,164202917,150672,2022.0,Hip-Hop/Rap,"['funk carioca', 'funk rj']",funk carioca,funk rj,Unknown
4834,Jonas Blue - Don’t Wake Me Up,Jonas Blue,164117924,53471,2022.0,Pop,"['pop', 'pop dance', 'tropical house', 'uk dance']",pop,pop dance,tropical house
4835,Beyoncé - HEATED,Beyoncé,163995219,75249,2022.0,Pop,"['pop', 'r&b']",pop,r&b,Unknown
4836,Lyodra - Sang Dewi,Lyodra,163829236,97714,2022.0,Pop,['indonesian pop'],indonesian pop,Unknown,Unknown
4837,"Bizarrap - Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,163272636,66855,2022.0,Hip-Hop/Rap,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",argentine hip hop,pop venezolano,trap argentino
4838,Danna Paola - XT4S1S,Danna Paola,162809518,62508,2022.0,Pop,"['latin pop', 'latin viral pop', 'mexican pop']",latin pop,latin viral pop,mexican pop
4839,Blessd - Tendencia Global,Blessd,162439742,84004,2022.0,World/Traditional,"['reggaeton', 'urbano latino']",reggaeton,urbano latino,Unknown
4840,Lazza - CENERE,Lazza,162389443,78782,2022.0,Hip-Hop/Rap,"['italian hip hop', 'italian pop', 'rap genovese', 'trap italiana']",italian hip hop,italian pop,rap genovese
4841,Juice WRLD - Burn,Juice WRLD,162357982,79464,2022.0,Hip-Hop/Rap,"['chicago rap', 'melodic rap', 'rap']",chicago rap,melodic rap,rap
4842,Gorillaz - New Gold,Gorillaz,162326720,104601,2022.0,Hip-Hop/Rap,"['alternative hip hop', 'modern rock', 'rock']",alternative hip hop,modern rock,rock
4843,UZI - SENIN UGRUNA,UZI,162177396,123524,2022.0,Hip-Hop/Rap,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,melodic rap,philly rap
4844,Diplo - Don't Forget My Love,Diplo,162150767,99549,2022.0,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",dance pop,edm,electro house
4845,NLE Choppa - DO IT AGAIN,NLE Choppa,161935364,100428,2022.0,Hip-Hop/Rap,"['memphis hip hop', 'rap']",memphis hip hop,rap,Unknown
4846,Dedublüman - Belki,Dedublüman,161631967,118216,2022.0,World/Traditional,['turkce slow sarkilar'],turkce slow sarkilar,Unknown,Unknown
4847,UZI - ARASAN DA,UZI,161532410,61769,2022.0,Hip-Hop/Rap,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,melodic rap,philly rap
4848,Laddi Chahal - Rubicon Drill,Laddi Chahal,161361268,134131,2022.0,Pop,['punjabi pop'],punjabi pop,Unknown,Unknown
4849,Montell Fish - Destroy Myself Just For You,Montell Fish,161308907,223074,2022.0,Hip-Hop/Rap,['pittsburgh rap'],pittsburgh rap,Unknown,Unknown
4850,SZA - Used,SZA,161155685,99928,2022.0,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown
4851,Alan Walker - Fade,Alan Walker,160984938,15370,2022.0,Electronic/Dance,['electro house'],electro house,Unknown,Unknown
4852,Yahritza Y Su Esencia - Soy El Unico,Yahritza Y Su Esencia,160581578,33312,2022.0,World/Traditional,['sad sierreno'],sad sierreno,Unknown,Unknown
4853,BIBI - BIBI Vengeance,BIBI,160446866,100553,2022.0,Electronic/Dance,['latin tek'],latin tek,Unknown,Unknown
4854,Giveon - Lost Me,Giveon,160345526,102901,2022.0,R&B/Soul,['r&b'],r&b,Unknown,Unknown
4855,Sidhu Moose Wala - The Last Ride,Sidhu Moose Wala,160288325,77107,2022.0,Hip-Hop/Rap,"['desi hip hop', 'pakistani hip hop', 'punjabi hip hop', 'punjabi pop']",desi hip hop,pakistani hip hop,punjabi hip hop
4856,Louis Armstrong - Cheek to Cheek,Louis Armstrong,160145457,72825,2022.0,R&B/Soul,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",adult standards,dixieland,harlem renaissance
4857,Dove Cameron - Breakfast,Dove Cameron,159841338,96540,2022.0,Pop,['pop'],pop,Unknown,Unknown
4858,Taylor Swift - High Infidelity,Taylor Swift,159448375,79703,2022.0,Pop,['pop'],pop,Unknown,Unknown
4859,Mc Jacaré - Vento Forte,Mc Jacaré,158595308,88206,2022.0,World/Traditional,"['arrochadeira', 'deboxe', 'funk 150 bpm', 'funk mtg', 'funk rj', 'trap funk']",arrochadeira,deboxe,funk 150 bpm
4860,Stars Music Chile - Marisola,Stars Music Chile,158534328,45640,2022.0,World/Traditional,['urbano chileno'],urbano chileno,Unknown,Unknown
4861,Yeat - Poppin,Yeat,158292407,79252,2022.0,Hip-Hop/Rap,"['pluggnb', 'rage rap']",pluggnb,rage rap,Unknown
4862,Jack Harlow - Churchill Downs,Jack Harlow,158167586,55639,2022.0,Hip-Hop/Rap,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",deep underground hip hop,hip hop,kentucky hip hop
4863,Julianno Sosa - Cochinae,Julianno Sosa,158130883,51351,2022.0,World/Traditional,['urbano chileno'],urbano chileno,Unknown,Unknown
4864,Zé Neto & Cristiano - Melhor Ser uma Saudade,Zé Neto & Cristiano,158003298,34486,2022.0,World/Traditional,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",agronejo,arrocha,sertanejo
4865,Morat - 506,Morat,157571094,96860,2022.0,Pop,"['colombian pop', 'latin pop', 'latin viral pop']",colombian pop,latin pop,latin viral pop
4866,Beyoncé - AMERICA HAS A PROBLEM,Beyoncé,157394946,61600,2022.0,Pop,"['pop', 'r&b']",pop,r&b,Unknown
4867,SiM - The Rumbling,SiM,157390869,103821,2022.0,,,,,
4868,Kendrick Lamar - Silent Hill,Kendrick Lamar,157248872,77527,2022.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",conscious hip hop,hip hop,rap
4869,aespa - Illusion,aespa,156888767,86884,2022.0,Pop,['k-pop girl group'],k-pop girl group,Unknown,Unknown
4870,Los Farmerz - Hublot,Los Farmerz,156846688,158416,2022.0,World/Traditional,"['corrido', 'corridos tumbados', 'norteno', 'sierreno']",corrido,corridos tumbados,norteno
4871,SEVENTEEN - Darl+ing,SEVENTEEN,156469817,92587,2022.0,Pop,"['k-pop', 'k-pop boy group']",k-pop,k-pop boy group,Unknown
4872,DJ Robin - Layla,DJ Robin,156291520,55574,2022.0,Pop,['partyschlager'],partyschlager,Unknown,Unknown
4873,The Chainsmokers - High,The Chainsmokers,156221571,35276,2022.0,Pop,['pop'],pop,Unknown,Unknown
4874,Rogerinho - Tchuco Nela,Rogerinho,155990927,34550,2022.0,World/Traditional,"['arrocha', 'batidao romantico']",arrocha,batidao romantico,Unknown
4875,Drake - Hours In Silence,Drake,155689716,129614,2022.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
4876,Hugo & Guilherme - Meu Número,Hugo & Guilherme,155613363,55332,2022.0,World/Traditional,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",agronejo,arrocha,sertanejo
4877,B.I - BTBT,B.I,155067400,73492,2022.0,,,,,
4878,NIKI - High School in Jakarta,NIKI,154955907,94815,2022.0,R&B/Soul,['indonesian r&b'],indonesian r&b,Unknown,Unknown
4879,Dj LK da Escócia - Tubarão Te Amo,Dj LK da Escócia,154236043,68032,2022.0,World/Traditional,['funk rj'],funk rj,Unknown,Unknown
4880,Red Velvet - Feel My Rhythm,Red Velvet,154086814,71457,2022.0,Pop,"['k-pop', 'k-pop girl group']",k-pop,k-pop girl group,Unknown
4881,Tiago PZK - Nos Comemos,Tiago PZK,153915620,22383,2022.0,Hip-Hop/Rap,"['trap argentino', 'trap latino', 'urbano latino']",trap argentino,trap latino,urbano latino
4882,Noah Kahan - Homesick,Noah Kahan,153915067,223821,2022.0,Indie/Alternative,['pov: indie'],pov: indie,Unknown,Unknown
4883,Lasso - Ojos Marrones,Lasso,153495476,72926,2022.0,Pop,['pop venezolano'],pop venezolano,Unknown,Unknown
4884,Güneş - Suçlarımdan Biri,Güneş,153170090,74523,2022.0,Hip-Hop/Rap,['turkce kadin rap'],turkce kadin rap,Unknown,Unknown
4885,Kadu Martins - Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,153110891,54055,2022.0,,,,,
4886,4*TOWN (From Disney and Pixar’s Turning Red) - Nobody Like U,4*TOWN (From Disney and Pixar’s Turning Red),153014572,76693,2022.0,Other,['movie tunes'],movie tunes,Unknown,Unknown
4887,Mahmood - Brividi,Mahmood,152292835,32892,2022.0,Pop,"['italian adult pop', 'italian pop']",italian adult pop,italian pop,Unknown
4888,NIKI - Oceans & Engines,NIKI,152175203,210898,2022.0,R&B/Soul,['indonesian r&b'],indonesian r&b,Unknown,Unknown
4889,Juice WRLD - Girl Of My Dreams,Juice WRLD,151979424,43620,2022.0,Hip-Hop/Rap,"['chicago rap', 'melodic rap', 'rap']",chicago rap,melodic rap,rap
4890,Øneheart - snowfall (Slowed + Reverb),Øneheart,151815279,178766,2022.0,Electronic/Dance,['hardwave'],hardwave,Unknown,Unknown
4891,The Weeknd - How Do I Make You Love Me?,The Weeknd,151703936,49780,2022.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
4892,A1 x J1 - Night Away (Dance),A1 x J1,151651016,44401,2022.0,Hip-Hop/Rap,"['chill drill', 'melodic drill', 'r&drill']",chill drill,melodic drill,r&drill
4893,Tom Odell - Another Love,Tom Odell,151018200,135847,2022.0,Pop,['chill pop'],chill pop,Unknown,Unknown
4894,Tulus - Diri,Tulus,150877802,170174,2022.0,Pop,"['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter']",indonesian jazz,indonesian pop,indonesian singer-songwriter
4895,SZA - Special,SZA,150593871,112114,2022.0,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown
4896,Alan Walker - Spectre,Alan Walker,150563548,11192,2022.0,Electronic/Dance,['electro house'],electro house,Unknown,Unknown
4897,Myke Towers - ULALA (OOH LA LA),Myke Towers,150236125,35863,2022.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
4898,Labrinth - I’m Tired,Labrinth,150142658,48898,2022.0,Pop,"['indie poptimism', 'pop']",indie poptimism,pop,Unknown
4899,El Alfa - Los Aparatos,El Alfa,149919458,186094,2022.0,Hip-Hop/Rap,"['dembow', 'rap dominicano', 'trap latino', 'urbano latino']",dembow,rap dominicano,trap latino
4900,Rema - Soundgasm,Rema,149806341,108545,2022.0,World/Traditional,[],Unknown,Unknown,Unknown
4901,Mora - ESCALOFRÍOS,Mora,149625918,221804,2022.0,,,,,
4902,Eminem - Kings Never Die,Eminem,149486754,24199,2022.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap
4903,SZA - Seek & Destroy,SZA,149204416,71707,2022.0,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown
4904,BHZ - Powerade,BHZ,149140884,78165,2022.0,,,,,
4905,Shouse - Won't Forget You (Edit),Shouse,149025426,101044,2022.0,Electronic/Dance,['aussietronica'],aussietronica,Unknown,Unknown
4906,GOT the beat - Step Back,GOT the beat,148710898,50256,2022.0,Pop,['k-pop'],k-pop,Unknown,Unknown
